x,y
1.1634823050432323e-05,0.45339671496946493
0.016389257995385167,0.48868823976582526
0.0327668811677199,0.5228824993050643
0.04914450434005463,0.5555321817412477
0.06552212751238937,0.5862299977501845
0.0818997506847241,0.6146216410642094
0.09827737385705883,0.6404160503841534
0.11465499702939357,0.6633924966846481
0.13103262020172832,0.6834042469622672
0.14741024337406305,0.7003787910302579
0.1637878665463978,0.7143148411533699
0.18016548971873253,0.7252765066796949
0.19654311289106724,0.733385193165554
0.21292073606340198,0.7388098690885201
0.22929835923573672,0.7417563803329531
0.24567598240807145,0.7424564761110429
0.2620536055804062,0.7411571474997004
0.2784312287527409,0.7381107823521815
0.29480885192507567,0.7335665207794894
0.3111864750974104,0.7277630666636487
0.32756409826974514,0.7209230845341685
0.34394172144207985,0.7132491971519479
0.3603193446144146,0.7049215040279524
0.3766969677867493,0.6960964686106531
0.39307459095908404,0.6869069730115335
0.4094522141314188,0.6774633126532533
0.4258298373037535,0.6678548962645902
0.4422074604760883,0.658152425424396
0.458585083648423,0.6484103482691682
0.47496270682075775,0.638669410077517
0.49134032999309246,0.6289591557553286
0.5077179531654272,0.6193002729181072
0.5240955763377619,0.6097066971075016
0.5404731995100966,0.6001874310828187
0.5568508226824314,0.5907480569818789
0.5732284458547662,0.5813919427172275
0.5896060690271009,0.5721211618338212
0.6059836921994356,0.5629371590206755
0.6223613153717703,0.5538412015889315
0.6387389385441051,0.5448346607724674
0.6551165617164398,0.5359191661667673
0.6714941848887745,0.5270966726944092
0.6878718080611093,0.5183694730366548
0.704249431233444,0.509740180471445
0.7206270544057788,0.5012116985088112
0.7370046775781135,0.49278718555508394
0.7533823007504482,0.48447001586914423
0.7697599239227829,0.4762637328941287
0.7861375470951176,0.4681719880112491
0.8025151702674524,0.46019845696794404
0.8188927934397872,0.4523467275398926
0.8352704166121219,0.44462015504851465
0.8516480397844566,0.4370216866700081
0.8680256629567914,0.42955366043468385
0.8844032861291261,0.4222175897800613
0.9007809093014608,0.41501394885496273
0.9171585324737955,0.40794197690790296
0.9335361556461302,0.40099952158004665
0.9499137788184651,0.39418294046610286
0.9662914019907998,0.38748707780256564
0.9826690251631345,0.3809053286994408
0.9990466483354692,0.37442979727121456
