x,y
0.8894623977328464,0.03623911061918675
0.8899773354685809,0.038632279524872054
0.8904922732043156,0.040885661324762006
0.8910072109400501,0.04296808242421622
0.8915221486757847,0.044853479651024424
0.8920370864115192,0.04652222607894897
0.8925520241472539,0.04796230433569051
0.8930669618829884,0.04917028214763866
0.8935818996187229,0.050152052143947606
0.8940968373544576,0.05092330563928054
0.8946117750901921,0.05150971778537411
0.8951267128259267,0.0519468288850558
0.8956416505616612,0.0522796137802338
0.8961565882973959,0.05256173823143381
0.8966715260331304,0.052854508399384686
0.8971864637688649,0.05322552725173259
0.8977014015045995,0.05374708021856332
0.8982163392403341,0.05449428182425571
0.8987312769760687,0.05554302522840815
0.8992462147118032,0.0569677872679833
0.8997611524475378,0.058839352126040044
0.9002760901832724,0.061222526396463764
0.9007910279190069,0.0641739262047741
0.9013059656547415,0.06773992231654839
0.901820903390476,0.07195483105324856
0.9023358411262107,0.076839436770554
0.9028507788619452,0.0823999253297141
0.9033657165976798,0.08862729740049895
0.9038806543334144,0.09549731586631091
0.9043955920691489,0.1029710236140222
0.9049105298048835,0.11099584734012687
0.905425467540618,0.11950728056932292
0.9059404052763527,0.1284311157773744
0.9064553430120872,0.13768617221661353
0.9069702807478218,0.14718744355409866
0.9074852184835563,0.15684956843943385
0.9080001562192909,0.16659050822722982
0.9085150939550255,0.17633529985618923
0.90903003169076,0.18601973893328155
0.9095449694264947,0.1955938390894949
0.9100599071622292,0.20502490951704636
0.9105748448979638,0.21430009428124216
0.9110897826336983,0.2234282256461496
0.9116047203694329,0.23244086037543946
0.9121196581051675,0.24139239368604107
0.912634595840902,0.250359180734097
0.9131495335766366,0.2594376400129685
0.9136644713123712,0.2687413657468554
0.9141794090481058,0.27839733510670384
0.9146943467838403,0.2885413575679481
0.9152092845195748,0.29931297364851717
0.9157242222553095,0.31085006349828526
0.916239159991044,0.32328346686376
0.9167540977267786,0.3367319394804867
0.9172690354625131,0.3512977723737081
0.9177839731982478,0.3670633766959609
0.9182989109339823,0.3840890863865205
0.9188138486697168,0.40241235529034924
0.9193287864054515,0.4220484282325068
0.919843724141186,0.4429924533028164
0.9203586618769206,0.4652228839157222
0.9208735996126551,0.488705904368502
0.9213885373483898,0.5134005127061073
0.9219034750841243,0.539263820526189
0.9224184128198588,0.5662560903358492
0.9229333505555934,0.5943450340919638
0.923448288291328,0.6235089450169169
0.9239632260270626,0.6537383278645514
0.9244781637627971,0.6850358251387543
0.9249931014985318,0.7174143984891304
0.9255080392342663,0.7508939018668577
0.9260229769700008,0.7854963594065886
0.9265379147057354,0.821240418388035
0.92705285244147,0.8581355683705612
0.9275677901772046,0.8961767863016517
0.9280827279129391,0.9353402728246567
0.9285976656486737,0.9755808816331673
0.9291126033844083,1.016831712870273
0.9296275411201428,1.0590061519034806
0.9301424788558774,1.1020024019705197
0.9306574165916119,1.1457103046922579
0.9311723543273466,1.190019991710654
0.9316872920630811,1.2348316905254082
0.9322022297988157,1.2800658432050034
0.9327171675345503,1.3256726087230422
0.9332321052702848,1.3716398217020618
0.9337470430060194,1.4179985766115037
0.9342619807417539,1.4648257910252473
0.9347769184774886,1.5122433583894836
0.9352918562132231,1.5604138051984104
0.9358067939489577,1.6095326886796102
0.9363217316846922,1.6598182754341804
0.9368366694204268,1.7114992964380988
0.9373516071561614,1.7648017518309458
0.9378665448918959,1.819935820762234
0.9383814826276305,1.877083908732778
